日期,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
101/02/26,56.9,49.8,32.7,47.8,6,"5,475",7
101/02/28,70.2,56.8,48.2,57.8,21,"5,887",8
101/02/29,71.2,58.4,42.4,57.8,0,"4,498",-24
101/03/01,82.5,66,40.9,64.3,11,"4,083",-9
101/03/02,91.1,72.4,23.9,66.4,3,"3,429",-16
101/03/03,94,79.9,67.1,80.2,21,"3,803",11
101/03/04,90.4,84.3,70.8,82.8,3,"4,854",28
101/03/06,95,74.1,52.1,73.9,-11,"6,962",43
101/03/07,85,56.7,26.3,56.3,-24,"6,623",-5
101/03/08,75,53.2,31,53.1,-6,"6,624",0
101/03/09,62.1,46.3,24.4,45.1,-15,"5,728",-14
101/03/10,61.4,43.7,26.7,43.9,-3,"7,987",39
101/03/11,54.8,43.9,25.1,42.3,-4,"6,745",-16
101/03/13,53.9,46.2,37.5,46,9,"7,898",17
101/03/14,52.7,46,30.4,44.3,-4,"6,703",-15
101/03/15,54.5,49.7,35.8,47.9,8,"5,886",-12
101/03/16,55.5,50,38.3,48.7,2,"12,304",109
101/03/17,66.4,54.5,39.8,53.9,11,"5,833",-53
101/03/18,66.2,55.8,44.4,55.6,3,"6,437",10
101/03/20,58.4,49.8,33.7,48.3,-13,"10,192",58
101/03/21,59.2,48.1,23,45.3,-6,"9,455",-7
101/03/22,58,41.9,22.8,41.3,-9,"8,914",-6
101/03/23,48.8,37.4,17.1,35.6,-14,"10,047",13
101/03/24,47,37,22.5,36.1,1,"10,511",5
101/03/25,43.8,33.6,18.6,32.6,-10,"10,915",4
101/03/27,43.2,36.8,23.1,35.3,8,"11,736",8
101/03/28,43.2,33.7,18.3,32.5,-8,"9,626",-18
101/03/29,43.1,34.3,21.6,33.5,3,"7,998",-17
101/03/30,44.8,35.7,24.4,35.2,5,"7,406",-7
101/03/31,50,37.6,25.2,37.6,7,"8,249",11
101/04/01,49.6,38,26.8,38.1,1,"9,463",15
101/04/02,46.8,40,26.5,38.7,2,"10,617",12
101/04/03,47.2,38.9,24,37.6,-3,"13,787",30
101/04/06,42.4,25,12.6,26,-31,"25,797",87
101/04/07,41.4,21.5,9.6,23.1,-11,"18,320",-29
101/04/08,31.9,17.1,8.4,18.3,-21,"19,934",9
101/04/10,27.7,18.8,11.4,19.1,4,"19,191",-4
101/04/11,24.8,19.1,11.3,18.7,-2,"14,118",-26
101/04/12,23.6,18.8,12.5,18.5,-1,"13,621",-4
101/04/13,25.2,19.6,10.8,18.9,2,"13,658",0
101/04/14,28,21.2,13.1,21,11,"14,057",3
101/04/15,31.2,23.3,15.9,23.4,11,"13,980",-1
101/04/17,28.7,24.1,16.7,23.5,0,"18,571",33
101/04/18,29.2,23.4,15.8,23,-2,"16,132",-13
101/04/19,28,19.6,13.4,20.1,-13,"18,321",14
101/04/20,50,22.8,12.2,26.1,30,"26,623",45
101/04/21,25.5,18.3,10.6,18.2,-30,"17,230",-35
101/04/22,31.8,24.1,17.6,24.4,34,"16,290",-5
101/04/24,26.1,20.9,14.6,20.7,-15,"24,368",50
101/04/25,30.8,22.3,15.2,22.6,9,"19,520",-20
101/04/26,26.2,21.1,15.8,21.1,-7,"16,537",-15
101/04/27,41.7,29.2,18.5,29.6,40,"11,333",-31
101/04/28,39.4,31.3,23.8,31.4,6,"14,244",26
101/04/29,45.6,38.1,26.8,37.3,19,"16,539",16
101/05/01,55.2,41.5,30.6,42.1,13,"15,906",-4
101/05/02,50.6,42,31,41.5,-1,"14,124",-11
101/05/03,55.2,46.9,31.3,45.5,10,"13,907",-2
101/05/04,53.1,46,37.7,45.8,1,"13,684",-2
101/05/05,56.1,47.3,36.9,47,3,"13,556",-1
101/05/06,56.3,49.6,38.6,48.7,4,"17,837",32
101/05/08,56.4,46.2,32.8,45.6,-6,"23,574",32
101/05/09,56.4,39.5,25.5,40.1,-12,"18,514",-21
101/05/10,49.6,36.6,25.5,37,-8,"15,049",-19
101/05/11,49.6,42,32.6,41.6,12,"15,510",3
101/05/12,51,41.9,34,42.1,1,"16,208",5
101/05/13,48.4,39.5,29.2,39.2,-7,"22,381",38
101/05/15,47.8,31.5,19.5,32.4,-17,"29,397",31
101/05/16,50,29,16.8,30.7,-5,"29,737",1
101/05/17,34.3,22.4,17,23.7,-23,"19,712",-34
101/05/18,28.2,21.4,16.6,21.8,-8,"22,704",15
101/05/19,26.1,19.3,13.3,19.5,-11,"24,661",9
101/05/20,26.5,20.8,14.3,20.6,6,"27,462",11
101/05/22,33,24.6,17.3,24.8,20,"23,966",-13
101/05/23,47.1,34.6,22.6,34.7,40,"18,062",-25
101/05/24,51.7,39.8,27.8,39.8,15,"17,580",-3
101/05/25,51.7,42.8,31.6,42.4,7,"17,704",1
101/05/26,51.1,43.8,31.1,42.7,1,"17,255",-3
101/05/27,49.6,40.8,27.5,39.9,-7,"22,654",31
101/05/29,46.2,31.9,18.3,32,-20,"28,791",27
101/05/30,41.7,19.3,6.8,21.3,-33,"32,975",15
101/05/31,34,13.4,6.2,16.1,-24,"28,177",-15
101/06/01,30.3,18.4,10.6,19.2,19,"21,498",-24
101/06/02,27,18.9,13.6,19.5,2,"21,029",-2
101/06/03,29,20.5,14.3,21,8,"25,692",22
101/06/05,27.4,20.7,14.5,20.8,-1,"24,691",-4
101/06/06,29.7,24,16.6,23.7,14,"18,963",-23
101/06/07,27.8,22.4,14.7,21.9,-8,"22,383",18
101/06/08,26.5,16.8,7.1,16.8,-23,"26,997",21
101/06/09,23.7,15.5,9.4,15.9,-5,"27,000",0
101/06/10,19.6,13.8,8.1,13.8,-13,"33,223",23
101/06/12,21.4,15.1,8.2,15,9,"32,071",-3
101/06/13,34,20.7,14.8,22.2,48,"23,262",-27
101/06/14,33.1,21.6,13.2,22.3,0,"23,347",0
101/06/15,41.5,26.2,14.5,26.9,21,"19,782",-15
101/06/16,47.6,29.9,15.5,30.6,14,"18,123",-8
101/06/17,49.8,32.3,15.3,32.4,6,"19,770",9
101/06/19,61.6,45.6,27.6,45.2,40,"20,491",4
101/06/20,75.1,52,37.6,53.7,19,"24,227",18
101/06/21,59.9,45.5,27.4,44.8,-17,"18,238",-25
101/06/22,69.6,47.9,21.3,46.9,5,"16,860",-8
101/06/23,61.5,42.8,18.3,41.6,-11,"17,200",2
101/06/26,64.4,49,22.1,46.7,12,"19,860",15
101/06/27,66.2,52,26.8,49.8,7,"13,877",-30
101/06/28,69.7,56.5,35.7,55,10,"11,831",-15
101/06/29,68.6,55.8,33.3,53.9,-2,"14,840",25
101/06/30,67.1,50,28,49,-9,"18,583",25
101/07/01,64.4,40.1,23.2,41.6,-15,"23,557",27
101/07/03,51.8,29.8,16.2,31.5,-24,"33,773",43
101/07/04,43.7,25,13.9,26.5,-16,"26,689",-21
101/07/05,36.5,24.2,15.6,25,-6,"21,266",-20
101/07/06,30.2,22.9,16.5,23.1,-8,"22,686",7
101/07/07,30,23.9,17.1,23.8,3,"23,484",4
101/07/08,29.1,24.7,17.7,24.2,2,"26,232",12
101/07/10,27.7,22.5,16.6,22.3,-8,"31,125",19
101/07/11,28.7,21.8,15,21.8,-2,"26,908",-14
101/07/12,27,20.9,13.8,20.7,-5,"26,101",-3
101/07/13,25.8,20.7,15.5,20.7,0,"26,968",3
101/07/14,25.8,20.5,15.7,20.6,0,"26,964",0
101/07/15,25.4,19.8,15.1,20,-3,"30,060",11
101/07/17,23.4,16.9,12.3,17.3,-13,"35,746",19
101/07/18,46.4,18.5,12.3,22.8,32,"34,860",-2
101/07/19,23.6,19.1,14.2,19.1,-16,"22,423",-36
101/07/20,25.3,20.7,13.9,20.3,6,"24,190",8
101/07/21,26.3,21.4,14.8,21,3,"24,868",3
101/07/22,26.4,21.7,14.8,21.2,1,"27,481",11
101/07/24,27.3,22.5,14.7,21.9,3,"27,176",-1
101/07/25,26.3,21.2,12.8,20.5,-6,"25,641",-6
101/07/26,28.5,22.5,13.6,21.9,7,"22,385",-13
101/07/27,30.2,24.6,15.1,23.8,9,"19,731",-12
101/07/28,33.7,24.9,15.1,24.7,4,"23,123",17
101/07/29,33.8,27.8,19.5,27.3,11,"23,283",1
101/07/31,50.1,38.2,27.8,38.5,41,"26,402",13
101/08/01,52,38.2,29,39.1,2,"23,610",-11
101/08/02,48.2,39.2,25.8,38.4,-2,"20,414",-14
101/08/03,65.1,53.4,43.9,53.8,40,"11,058",-46
101/08/04,61.4,45.9,29.6,45.7,-15,"15,990",45
101/08/05,67.8,46.4,22.2,45.9,0,"18,583",16
101/08/07,65.2,49.2,23,47.2,3,"18,994",2
101/08/08,68.5,51.5,23.5,49.3,4,"16,267",-14
101/08/09,66.8,53.6,25.8,50.7,3,"16,531",2
101/08/10,70.4,54.3,30.1,52.7,4,"16,210",-2
101/08/11,67.1,54.3,35.8,53.1,1,"17,920",11
101/08/12,68,55.3,38.7,54.5,3,"18,701",4
101/08/14,63.8,51.6,36.2,51,-6,"28,762",54
101/08/15,60.3,45.7,33.2,46.1,-10,"25,665",-11
101/08/16,56.1,37.7,27.3,39.3,-15,"25,724",0
101/08/17,47.3,30.7,21.3,32.1,-18,"25,139",-2
101/08/18,42.5,34.5,23.9,34,6,"29,420",17
101/08/19,45.5,31.6,21.5,32.3,-5,"25,943",-12
101/08/21,65.1,41.2,27.8,43.3,34,"27,541",6
101/08/22,67.6,46.6,29,47.3,9,"23,495",-15
101/08/23,69.1,57.1,37.1,55.5,17,"20,925",-11
101/08/24,65,52.1,36.4,51.6,-7,"18,921",-10
101/08/25,68.9,53.5,34.1,52.7,2,"19,604",4
101/08/26,59.8,44.8,26.9,44.2,-16,"19,304",-2
101/08/28,64.7,45.2,27.1,45.5,3,"23,952",24
101/08/29,49.8,38.5,24.6,38,-16,"19,647",-18
101/08/30,50.8,39.9,23.9,38.9,2,"17,596",-10
101/08/31,47.2,39.5,29.2,39,0,"18,552",5
101/09/01,66.1,47.2,34.2,48.4,24,"13,027",-30
101/09/02,58.3,45.5,34.4,45.8,-5,"22,522",73
101/09/05,52.9,38.3,20.9,37.7,-18,"35,183",56
101/09/06,52,30.3,18.6,32.3,-14,"29,382",-16
101/09/07,44.3,24.5,14.8,26.5,-18,"28,449",-3
101/09/08,35.8,22.4,14.4,23.5,-11,"30,150",6
101/09/09,30.8,20.3,12.8,20.9,-11,"36,322",20
101/09/11,25.4,13.2,6.3,14.3,-32,"48,997",35
101/09/12,25.4,15.5,7.5,15.9,11,"28,585",-42
101/09/13,20.7,14.8,9.2,14.9,-6,"26,213",-8
101/09/14,21,15.3,9.8,15.4,3,"25,489",-3
101/09/15,24.1,18.8,11.9,18.5,20,"23,399",-8
101/09/16,31.1,23.1,16.7,23.4,26,"23,773",2
101/09/18,35.6,27.3,20.4,27.6,18,"23,687",0
101/09/19,36,28.8,22.4,29,5,"22,612",-5
101/09/20,33,27.7,20.3,27.3,-6,"21,632",-4
101/09/21,36,25.5,17.6,26,-5,"22,555",4
101/09/22,32.1,23.3,15.8,23.5,-10,"23,672",5
101/09/23,32,23.7,13.4,23.3,-1,"36,130",53
101/09/25,27.8,18.9,13.1,19.5,-16,"29,549",-18
101/09/26,24.3,20.8,15.9,20.5,5,"20,177",-32
101/09/27,25.4,21.7,16.6,21.4,4,"18,689",-7
101/09/28,26.5,22.6,17.5,22.4,5,"19,202",3
101/09/29,27,22.3,16.2,22,-2,"20,456",7
101/09/30,34.9,25.7,19.8,26.4,20,"18,919",-8
101/10/03,31.8,25.2,19.9,25.5,-3,"24,211",28
101/10/04,35.6,28.8,21.8,28.7,13,"18,047",-25
101/10/05,33,27.7,18.4,26.9,-6,"16,555",-8
101/10/06,33.5,28.8,22,28.4,6,"17,589",6
101/10/07,32.3,27.9,20.9,27.4,-4,"20,343",16
101/10/09,34.3,25.2,18.8,25.7,-6,"26,897",32
101/10/10,30.6,23.9,16.6,23.8,-7,"22,184",-18
101/10/11,28.3,20.9,13.7,21,-12,"22,204",0
101/10/12,28,19.3,10.9,19.4,-8,"20,644",-7
101/10/13,26.6,20.4,13.5,20.2,4,"16,514",-20
101/10/14,29.9,22.7,17,23,14,"16,626",1
101/10/16,28.2,22.5,17.6,22.7,-1,"20,477",23
101/10/17,28,24.8,17,23.9,5,"28,095",37
101/10/18,28.4,21.4,14.5,21.5,-10,"15,601",-44
101/10/19,26.8,22.1,15.3,21.7,1,"14,226",-9
101/10/20,26.9,21.6,14.5,21.2,-2,"14,383",1
101/10/21,29.9,23.7,15,23.2,9,"16,334",14
101/10/23,27.5,21.3,13.2,20.9,-10,"22,912",40
101/10/24,29.1,20.2,11.3,20.2,-3,"17,527",-24
101/10/25,26.9,15.2,6.8,15.8,-22,"18,725",7
101/10/26,26.5,16,6.4,16.2,3,"15,895",-15
101/10/27,23.6,16.3,8.4,16.2,0,"17,113",8
101/10/28,24.7,17.3,9.2,17.2,6,"18,698",9
101/10/30,22.6,15.4,9.3,15.6,-9,"22,148",18
101/10/31,22.3,14.4,4.9,14.1,-10,"17,743",-20
101/11/01,22.8,15.9,9.1,15.9,13,"14,087",-21
101/11/02,23.8,18.2,12.4,18.1,14,"12,874",-9
101/11/03,31.8,22.9,16.8,23.5,30,"10,766",-16
101/11/04,42,29.4,19.4,29.9,27,"11,928",11
101/11/06,43.6,29.4,19.9,30.3,1,"12,929",8
101/11/07,41.8,35.6,21.8,34.1,13,"10,106",-22
101/11/08,45.1,33.7,21.3,33.5,-2,"10,047",-1
101/11/09,41,34.8,23.7,33.8,1,"8,687",-14
101/11/10,44,37.3,27.5,36.6,8,"8,895",2
101/11/11,41.3,35.3,24.1,34.2,-7,"10,371",17
101/11/13,44.4,35.6,25.8,35.4,4,"11,870",14
101/11/14,41.1,32.5,21.6,32.1,-9,"10,170",-14
101/11/15,40.5,33.3,22.9,32.6,2,"8,207",-19
101/11/16,39.6,30.8,19.7,30.4,-7,"8,259",1
101/11/17,38.8,31.5,21.1,30.9,2,"8,462",2
101/11/18,40.4,37.8,28,36.4,18,"16,501",95
101/11/20,42.5,33.7,24.2,33.6,-8,"10,387",-37
101/11/21,43.1,36.7,23,35.2,5,"8,696",-16
101/11/22,42.3,36,22.9,34.6,-2,"6,775",-22
101/11/23,43.8,36.3,23.1,35.2,2,"6,438",-5
101/11/24,46.9,39.6,28.2,38.8,10,"7,066",10
101/11/25,61.1,46.8,35.7,47.4,22,"9,232",31
101/11/27,61.3,50.4,37.7,50,5,"6,519",-29
101/11/28,64.1,55.3,40.3,54,8,"7,135",9
101/11/29,63.7,57.6,44,56.1,4,"5,849",-18
101/11/30,67.9,58.7,49.6,58.7,5,"6,210",6
101/12/01,64.4,58.7,32.9,54.7,-7,"7,603",22
101/12/02,69.1,61.7,45,59.8,9,"8,090",6
101/12/04,78.7,65.8,53,65.8,10,"7,617",-6
101/12/05,84.4,71,60.4,71.6,9,"5,458",-28
101/12/06,108.9,83.3,69.9,85.8,20,"4,168",-24
101/12/07,114.6,92.3,75.6,93.4,9,"4,162",0
101/12/08,109.9,99.1,70,95.4,2,"5,206",25
101/12/09,111,104.6,85.5,102.1,7,"4,475",-14
101/12/11,113.5,104.4,83.4,102,0,"5,338",19
101/12/12,105.3,95.7,75.6,93.6,-8,"4,805",-10
101/12/13,110.1,100,71.2,96.3,3,"3,350",-30
101/12/14,119.5,100.5,67.6,97.7,1,"3,258",-3
101/12/15,110.7,100.8,69.3,96.5,-1,"3,841",18
101/12/16,123.4,108.2,83.7,106.3,10,"4,700",22
101/12/18,100,81.3,55,79.8,-25,"6,258",33
101/12/19,90,69.3,30.6,65.7,-18,"5,867",-6
101/12/20,79,64.2,40.5,62.4,-5,"4,621",-21
101/12/21,69.4,59.6,37.9,57.2,-8,"4,175",-10
101/12/22,68.4,64.9,54,63.4,11,"8,922",114
101/12/23,71.8,62.2,44.8,60.6,-4,"5,866",-34
101/12/25,72.7,65.7,51.1,64.2,6,"6,513",11
101/12/26,68.2,59,37.1,56.4,-12,"6,364",-2
101/12/27,75,62.6,37,60,6,"5,764",-9
101/12/28,70.2,57.6,36.4,55.9,-7,"5,440",-6
101/12/29,69.1,59.5,29.9,55.5,-1,"6,816",25
101/12/30,61.9,53.7,25.2,49.6,-11,"7,587",11
102/01/01,70.6,55.8,41.7,56,13,"7,242",-5
102/01/02,61,54.6,45.8,54.1,-3,"5,833",-19
102/01/03,65,56.1,37.6,54.2,0,"5,668",-3
102/01/04,63.4,55.5,41,54.2,0,"4,236",-25
102/01/05,72.5,59,42.7,58.4,8,"5,068",20
102/01/06,84.3,69.2,52.8,69,18,"5,300",5
102/01/08,84.6,70.7,57.5,70.8,3,"5,530",4
102/01/09,80.6,73.6,52.2,70.7,0,"4,292",-22
102/01/10,85,71.6,49.3,69.8,-1,"4,039",-6
102/01/11,82.2,71.3,52.2,69.7,0,"3,136",-22
102/01/12,91,74.9,49.7,73.1,5,"3,944",26
102/01/13,97.6,81.6,64.2,81.3,11,"4,663",18
102/01/15,89.9,81.3,64.3,79.6,-2,"4,665",0
102/01/16,91.2,79.2,54.2,76.6,-4,"3,712",-20
102/01/17,93.7,82.5,61.3,80.5,5,"2,957",-20
102/01/18,105.1,83.2,58.8,82.7,3,"2,976",1
102/01/19,119.1,87.1,69.1,89.9,9,"3,201",8
102/01/20,103.6,88.2,40.5,81.7,-9,"4,326",35
102/01/22,110,96.5,67.5,93.4,14,"4,806",11
102/01/23,103,86.8,44,81.5,-13,"4,298",-11
102/01/24,85.9,77.8,47.1,73.3,-10,"3,476",-19
102/01/25,85.2,62.6,21.1,58.8,-20,"4,283",23
102/01/26,85,58.3,20.7,56.1,-5,"5,750",34
102/01/27,60.7,46.2,17.8,43.4,-23,"6,635",15
102/01/29,60,38.9,16.1,38.5,-11,"8,475",28
102/01/30,50,35.5,16.5,34.6,-10,"5,775",-32
102/01/31,39.1,30.1,13.1,28.5,-18,"6,166",7
102/02/01,37,27.4,15.3,26.9,-6,"5,737",-7
102/02/02,33.5,26.9,13.6,25.5,-5,"6,634",16
102/02/03,34.8,29.4,19.5,28.5,12,"6,069",-9
102/02/05,35,29.1,22.9,29,2,"6,537",8
102/02/06,37.9,31.3,14.6,29.3,1,"7,002",7
102/02/07,37.5,32.3,21.1,31.1,6,"6,692",-4
102/02/08,38.3,28.8,14.1,27.8,-11,"9,704",45
102/02/09,38,27.4,8.8,25.8,-7,"10,350",7
102/02/15,42,27.2,18.6,28.4,10,"4,187",-60
102/02/16,40.9,33,23.3,32.6,15,"6,389",53
102/02/17,40,33.9,17.8,31.9,-2,"7,961",25
102/02/19,40,30.7,15.7,29.5,-8,"7,842",-1
102/02/20,34.3,31.4,17.6,29.2,-1,"17,148",119
102/02/21,32,20.5,9.8,20.6,-29,"8,118",-53
102/02/22,31.7,19.5,11.8,20.4,-1,"6,952",-14
102/02/23,29.5,20.8,11.7,20.7,1,"6,403",-8
102/02/24,41.4,28.1,15.2,28.2,36,"8,287",29
102/02/27,31.3,27.1,18.2,26.2,-7,"13,340",61
102/02/28,39,28.5,13.2,27.5,5,"9,697",-27
102/03/01,30.1,25.6,16.6,24.7,-10,"8,644",-11
102/03/02,32.3,26.2,18.1,25.8,4,"8,398",-3
102/03/03,30.7,26.3,21.3,26.2,2,"9,818",17
102/03/05,36.2,28.4,23.5,29,11,"8,028",-18
102/03/06,32.8,27.7,22.9,27.7,-4,"8,646",8
102/03/07,37,31.9,23.2,31.2,13,"5,924",-31
102/03/08,64.2,35.9,23.8,39.1,25,"4,613",-22
102/03/09,56.2,40,26.8,40.6,4,"5,534",20
102/03/10,60.5,52.6,38.5,51.4,27,"7,575",37
102/03/12,50,42.7,36.2,42.9,-17,"7,125",-6
102/03/13,50,43.9,29.6,42.3,-1,"7,077",-1
102/03/14,47,38.2,24.7,37.2,-12,"6,675",-6
102/03/15,47.7,35,21.2,34.8,-6,"7,987",20
102/03/16,39.5,31.9,21.8,31.4,-10,"7,650",-4
102/03/17,38.1,31.2,20.7,30.5,-3,"10,628",39
102/03/19,36.3,28.4,18.3,28,-8,"13,403",26
102/03/20,32.9,29,16.2,27.2,-3,"22,203",66
102/03/21,28.9,20.1,12.9,20.4,-25,"13,296",-40
102/03/22,26.6,17.4,9,17.6,-14,"14,087",6
102/03/23,26.8,19.6,11.7,19.5,11,"13,767",-2
102/03/24,25.4,21,15.8,20.9,7,"13,322",-3
102/03/26,25.3,20.2,14.5,20.1,-4,"17,129",29
102/03/27,25.1,19.5,14.4,19.6,-2,"14,125",-18
102/03/28,24.8,20.1,15.5,20.1,3,"11,448",-19
102/03/29,25.2,20,15.4,20.1,0,"12,908",13
102/03/30,25.2,21,16.7,21,4,"12,964",0
102/03/31,26.2,21.8,17.5,21.8,4,"14,637",13
102/04/02,25.6,20.3,14.1,20.1,-8,"21,102",44
102/04/03,31.3,22.6,12.3,22.3,11,"19,050",-10
102/04/06,27.3,22.6,17,22.4,0,"25,434",34
102/04/07,30.2,24.1,16.4,23.8,6,"19,398",-24
102/04/09,30.2,24.5,16.5,24.1,1,"20,555",6
102/04/10,37.6,26,17.1,26.5,10,"11,404",-45
102/04/11,47.3,36.2,24.8,36.1,36,"10,455",-8
102/04/12,48.4,36.5,20.4,35.6,-1,"11,062",6
102/04/13,55,42.1,29.1,42.1,18,"11,027",0
102/04/14,66.5,47.4,29.1,47.5,13,"11,423",4
102/04/16,64.5,52.7,41.9,52.9,11,"11,438",0
102/04/17,75.5,59.3,44.9,59.7,13,"7,465",-35
102/04/18,82.3,62.2,48.4,63.5,6,"7,149",-4
102/04/19,93.7,71.1,56.6,72.7,14,"7,104",-1
102/04/20,89.3,78.3,59.1,76.6,5,"12,929",82
102/04/21,85.6,71.5,52.6,70.5,-8,"12,045",-7
102/04/23,87.8,58.4,43,61.2,-13,"14,234",18
102/04/24,80,61.1,41.4,61,0,"10,401",-27
102/04/25,63.1,56.3,46,55.6,-9,"9,275",-11
102/04/26,61.4,53.4,39.2,52.1,-6,"11,449",23
102/04/27,61.1,52.2,38.6,51.3,-2,"11,274",-2
102/04/28,61.1,53.8,44.6,53.4,4,"14,638",30
102/04/30,56,48.6,36.7,47.7,-11,"20,532",40
102/05/01,56.9,42.5,29,42.7,-10,"17,375",-15
102/05/02,54.7,39,28.2,40,-6,"18,638",7
102/05/03,46.9,35.4,26.2,35.8,-11,"20,779",11
102/05/04,43.9,32.9,26.6,33.8,-6,"19,969",-4
102/05/05,40.2,30.7,22.6,31,-8,"25,721",29
102/05/07,37.7,25.2,17.1,26.1,-16,"31,667",23
102/05/08,34.9,25,16.2,25.2,-3,"21,146",-33
102/05/09,30.1,22.7,15.4,22.7,-10,"19,856",-6
102/05/10,29.1,20.5,13.7,20.8,-8,"22,137",11
102/05/11,27.9,20.6,14,20.7,0,"21,110",-5
102/05/12,26.8,18.3,11.5,18.7,-10,"26,532",26
102/05/14,25.9,19.4,12.1,19.2,3,"29,080",10
102/05/15,24.3,18.2,10.2,17.8,-7,"26,752",-8
102/05/16,23.7,17.5,9.3,17.1,-4,"23,125",-14
102/05/17,26.2,19.5,11.7,19.3,13,"19,307",-17
102/05/18,36.1,23.3,16.2,24.5,27,"16,850",-13
102/05/19,37.6,28.6,17.5,28.2,15,"31,730",88
102/05/21,37.5,30.8,20.3,30,6,"30,264",-5
102/05/22,38.2,31.1,21.5,30.6,2,"22,032",-27
102/05/23,38.6,29,17.1,28.5,-7,"21,946",0
102/05/24,38.8,30.1,16.1,29,2,"19,455",-11
102/05/25,41.5,32.7,20.7,32,10,"17,844",-8
102/05/26,45.6,36.1,23.9,35.5,11,"20,707",16
102/05/28,44.4,35.8,23.1,35,-1,"22,701",10
102/05/29,46.8,39.6,27.9,38.7,11,"19,208",-15
102/05/30,44.9,36.9,25,36.1,-7,"20,644",7
102/05/31,45,32.8,17.8,32.2,-11,"21,307",3
102/06/01,44.3,32.5,17.9,31.9,-1,"22,916",8
102/06/02,42.6,31.5,17.5,30.9,-3,"24,806",8
102/06/04,37.8,28.2,17.4,27.9,-10,"30,927",25
102/06/05,37.6,25,15.2,25.6,-8,"26,164",-15
102/06/06,34.8,22.1,13.7,23,-10,"24,299",-7
102/06/07,29.2,20.7,12.4,20.8,-10,"24,115",-1
102/06/08,29.4,20.9,13.9,21.2,2,"25,369",5
102/06/09,26.4,19.1,13.8,19.5,-8,"26,757",5
102/06/11,24.3,17.4,11.6,17.6,-10,"34,815",30
102/06/12,26.6,19.9,12.6,19.8,12,"31,485",-10
102/06/15,23.1,16.5,7.5,16,-19,"44,733",42
102/06/16,25.3,17.2,9.2,17.2,7,"32,007",-28
102/06/18,24.2,17.5,10.7,17.5,2,"35,781",12
102/06/19,25.2,21.8,13.9,20.9,19,"37,473",5
102/06/20,29.4,23.1,15.9,22.9,10,"20,002",-47
102/06/21,34.8,26.4,17.6,26.3,15,"22,139",11
102/06/22,34.8,28.9,22.4,28.8,10,"23,639",7
102/06/23,37.5,31.1,24,30.9,7,"26,739",13
102/06/25,35.7,29.9,22.3,29.5,-5,"32,782",23
102/06/26,36.5,23.4,13.6,24.1,-18,"27,057",-17
102/06/27,35,21.8,11,22.3,-7,"23,337",-14
102/06/28,29.7,19.8,12.1,20.2,-9,"19,829",-15
102/06/29,32.5,24.6,17,24.7,22,"18,947",-4
102/06/30,38.3,28,20.6,28.6,16,"19,149",1
102/07/02,34.3,29.7,23.1,29.3,2,"25,554",33
102/07/03,36,27.4,18.1,27.3,-7,"24,103",-6
102/07/04,34.4,22.6,12.5,22.9,-16,"23,119",-4
102/07/05,30.3,22,15.5,22.4,-2,"23,667",2
102/07/06,30,21.1,14.3,21.5,-4,"25,851",9
102/07/07,27.6,21.1,15.2,21.3,-1,"25,518",-1
102/07/09,25.2,18.8,13.1,19,-11,"33,506",31
102/07/10,28.4,23.1,16.4,22.8,20,"25,270",-25
102/07/11,55.6,36.2,20.1,36.8,61,"19,954",-21
102/07/12,49.3,38.2,26.5,38,3,"26,757",34
102/07/13,55,30.2,14.5,32,-16,"20,087",-25
102/07/14,61.4,49.4,38.8,49.7,55,"16,969",-16
102/07/16,31.6,19.7,10.4,20.2,-59,"34,573",104
102/07/17,47.3,22.6,9.8,25,24,"37,564",9
102/07/18,29.3,18.3,10.3,18.9,-24,"21,254",-43
102/07/19,29.1,22.8,11.7,21.8,15,"22,862",8
102/07/20,30.7,23.7,15.7,23.5,8,"24,451",7
102/07/21,31,25.5,17.2,25,6,"25,929",6
102/07/23,28.7,21,14.4,21.2,-15,"35,204",36
102/07/24,29.2,22.1,15,22.1,4,"25,599",-27
102/07/25,29.7,24.2,17.1,23.9,8,"24,386",-5
102/07/26,27.9,22.3,14.9,22,-8,"28,921",19
102/07/27,29.1,21.7,15,21.9,0,"28,802",0
102/07/28,28.1,20.6,12.9,20.6,-6,"36,800",28
102/07/30,24.2,16.3,9.3,16.5,-20,"46,605",27
102/07/31,26.2,16.5,9.5,17,3,"31,385",-33
102/08/01,24.2,18.5,12.4,18.4,8,"26,174",-17
102/08/02,25.6,20.2,14.2,20.1,9,"26,372",1
102/08/03,27.9,22,15.7,21.9,9,"25,292",-4
102/08/04,32.9,24.5,17.4,24.8,13,"23,715",-6
102/08/06,28,22.7,15.1,22.2,-10,"30,358",28
102/08/07,28.6,23.1,17.1,23,4,"23,014",-24
102/08/08,32.8,25.9,18.3,25.8,12,"21,098",-8
102/08/09,37.3,27.9,19.2,28.1,9,"21,938",4
102/08/10,33.4,28.3,22.4,28.1,0,"23,987",9
102/08/11,36.3,27.2,19.4,27.5,-2,"24,625",3
102/08/13,33,24.4,16.6,24.6,-11,"33,252",35
102/08/14,32.6,21.5,14.8,22.4,-9,"29,906",-10
102/08/15,27.3,20.2,14.7,20.5,-8,"26,745",-11
102/08/16,27,20.9,15,21,2,"25,623",-4
102/08/17,28.5,21.6,14.3,21.5,2,"24,672",-4
102/08/18,31.7,26.2,18,25.6,19,"37,353",51
